2021-02-19_15:57:37,205,16,૧૬-વ્યાવલ,1883,1917,3800,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Nizar
2021-02-19_15:57:37,206,1,૧-આનંદપુર,2414,2491,4905,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Uchchhal
2021-02-19_15:57:37,206,2,૨-ભડભુંજા,2247,2383,4630,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Uchchhal
2021-02-19_15:57:37,206,3,૩-ભીંતબુદ્રક,2708,2854,5562,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Uchchhal
2021-02-19_15:57:37,206,4,૪-ભીંતખુર્દ,2248,2341,4589,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Uchchhal
2021-02-19_15:57:37,206,5,૫-ચીખલી,2843,2979,5822,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Uchchhal
2021-02-19_15:57:37,206,6,૬-કરોડ,2499,2530,5029,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Uchchhal
2021-02-19_15:57:37,206,7,૭-કટાસવાણ,2178,2349,4527,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Uchchhal
2021-02-19_15:57:37,206,8,૮-ખાબદા,2067,2218,4285,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Uchchhal
2021-02-19_15:57:37,206,9,૯-મીરકોટ,2253,2424,4677,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Uchchhal
2021-02-19_15:57:37,206,10,૧૦-મોગરણ,1747,1833,3580,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Uchchhal
2021-02-19_15:57:37,206,11,૧૧-મોહિની-૧,1881,1931,3812,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Uchchhal
2021-02-19_15:57:37,206,12,૧૨-મોહિની-૨,1825,1857,3682,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Uchchhal
2021-02-19_15:57:37,206,13,૧૩-પાટીબંધારા,2669,2829,5498,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Uchchhal
2021-02-19_15:57:37,206,14,૧૪-સેવટી,2198,2313,4511,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Uchchhal
2021-02-19_15:57:37,206,15,૧૫-ઉચ્છલ,1528,1631,3159,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Uchchhal
2021-02-19_15:57:37,206,16,૧૬-વડપાડાનેસુ,2813,2994,5807,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Uchchhal
2021-02-19_15:57:37,207,1,૧-બાલપુર,2656,2817,5473,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Vyara
