2021-03-02_15:09:59,210,10,૧૦-ઇટવાઇ,1,ST,ચંદુદાસભાઇ રાયસિંગભાઇ નાઇક,ભારતીય રાષ્ટ્રિય કોંગ્રેસ,1241,ચુંટાયેલ,Taluka Panchayat,Kukarmunda
2021-03-02_15:09:59,210,11,૧૧-કેવડામોઇ,1,ST,કલ્યાણભાઈ દિનેશભાઈ વળવી,ભારતીય રાષ્ટ્રિય કોંગ્રેસ,1869,ચુંટાયેલ,Taluka Panchayat,Kukarmunda
2021-03-02_15:09:59,210,12,૧૨-મટાવલ,1,ST Female,અમિલાબેન નરેશભાઈ પાડવી,ભારતીય જનતા પાર્ટી,1481,ચુંટાયેલ,Taluka Panchayat,Kukarmunda
2021-03-02_15:09:59,210,13,૧૩-મોરંબા,1,ST,ધર્મેન્દ્રભાઈ ખાતર્યાભાઈ વળવી,ભારતીય જનતા પાર્ટી,1346,ચુંટાયેલ,Taluka Panchayat,Kukarmunda
2021-03-02_15:09:59,210,14,૧૪-પીશાવર,1,OBC Female,સરીબેન બાજીરાવ કોળી,ભારતીય રાષ્ટ્રિય કોંગ્રેસ,0,બિન હરીફ,Taluka Panchayat,Kukarmunda
2021-03-02_15:09:59,210,15,૧૫-રાજપુર,1,ST Female,યોગીતાબેન અમૃતભાઈ વળવી,ભારતીય જનતા પાર્ટી,1420,ચુંટાયેલ,Taluka Panchayat,Kukarmunda
2021-03-02_15:09:59,210,16,૧૬-સદગવાણ,1,ST,નિરાકારભાઈ શામુભાઈ કુવર,ભારતીય જનતા પાર્ટી,867,ચુંટાયેલ,Taluka Panchayat,Kukarmunda
2021-03-02_15:09:59,234,1,૧-આમલગુંડી,1,ST,બિયાજીભાઇ ચેમાભાઇ ગામીત,ભારતીય રાષ્ટ્રિય કોંગ્રેસ,2946,ચુંટાયેલ,Taluka Panchayat,Songadh
2021-03-02_15:09:59,234,2,૨-ભીમપુરા,1,ST Female,નિતાબેન નવિનભાઇ ગામીત,ભારતીય રાષ્ટ્રિય કોંગ્રેસ,2266,ચુંટાયેલ,Taluka Panchayat,Songadh
2021-03-02_15:09:59,234,3,૩-બોરદા,1,ST Female,રેમાબેન રામસિંગભાઈ વસાવા,ભારતીય જનતા પાર્ટી,3709,ચુંટાયેલ,Taluka Panchayat,Songadh
2021-03-02_15:09:59,234,4,૪-ચીમેર,1,ST Female,પ્રિયંકાબેન મનેષભાઈ ગામીત,ભારતીય જનતા પાર્ટી,0,બિન હરીફ,Taluka Panchayat,Songadh
2021-03-02_15:09:59,234,5,૫-ચીમકુવા,1,ST,યુસુભભાઈ પુનિયાભાઈ ગામીત,ભારતીય રાષ્ટ્રિય કોંગ્રેસ,1811,ચુંટાયેલ,Taluka Panchayat,Songadh
2021-03-02_15:09:59,234,6,૬-ધજાંબા,1,ST,સુરેશભાઇ છગનભાઇ ગામીત,ભારતીય રાષ્ટ્રિય કોંગ્રેસ,2272,ચુંટાયેલ,Taluka Panchayat,Songadh
2021-03-02_15:09:59,234,7,૭-ધમોડી,1,ST Female,સુમાબેન ચંદુભાઇ ગામીત,ભારતીય રાષ્ટ્રિય કોંગ્રેસ,2210,ચુંટાયેલ,Taluka Panchayat,Songadh
2021-03-02_15:09:59,234,8,૮-ડોસવાડા,1,ST,નમાભાઈ નેંડાડીયાભાઈ ગામીત,ભારતીય જનતા પાર્ટી,2462,ચુંટાયેલ,Taluka Panchayat,Songadh
2021-03-02_15:09:59,234,9,૯-ગોપાલપુરા,1,ST Female,જયનાબેન દિલીપભાઇ ગામીત,ભારતીય જનતા પાર્ટી,2331,ચુંટાયેલ,Taluka Panchayat,Songadh
2021-03-02_15:09:59,234,10,૧૦-ગુણસદા,1,ST Female,કમળાબેન હુરજીભાઇ ગામીત,ભારતીય રાષ્ટ્રિય કોંગ્રેસ,3478,ચુંટાયેલ,Taluka Panchayat,Songadh
2021-03-02_15:09:59,234,11,૧૧-હીરાવાડી,1,ST,રાયસીંગભાઇ છગનભાઇ ગામીત,ભારતીય રાષ્ટ્રિય કોંગ્રેસ,2933,ચુંટાયેલ,Taluka Panchayat,Songadh
2021-03-02_15:09:59,234,12,૧૨-ખાંજર,1,ST Female,ઈન્દુબેન શંકરભાઇ ગામીત,ભારતીય રાષ્ટ્રિય કોંગ્રેસ,2360,ચુંટાયેલ,Taluka Panchayat,Songadh
2021-03-02_15:09:59,234,13,૧૩-ખેરવાડા,1,ST,સુરેશભાઇ અમરસીંગભાઇ વસાવા,ભારતીય જનતા પાર્ટી,1705,ચુંટાયેલ,Taluka Panchayat,Songadh
2021-03-02_15:09:59,234,14,૧૪-કીકાકુઈ,1,ST,આલુસિંગ નુરીયાભાઇ ગામીત,ભારતીય રાષ્ટ્રિય કોંગ્રેસ,1939,ચુંટાયેલ,Taluka Panchayat,Songadh
2021-03-02_15:09:59,234,15,૧૫-લીંબી,1,ST,મગનભાઇ સુરજીભાઇ વસાવા,ભારતીય જનતા પાર્ટી,4012,ચુંટાયેલ,Taluka Panchayat,Songadh
2021-03-02_15:09:59,234,16,૧૬-મલંગદેવ,1,ST Female,પ્રિતિબેન યાકુબભાઈ ગામીત,ભારતીય રાષ્ટ્રિય કોંગ્રેસ,2640,ચુંટાયેલ,Taluka Panchayat,Songadh
