2021-02-23_17:54:16,234,7,ધમોડી,3216,3406,6622,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-23_17:54:16,234,8,ડોસવાડા,3137,3268,6405,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-23_17:54:16,234,9,ગોપાલપુરા,2865,3032,5897,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-23_17:54:16,234,10,ગુણસદા,4355,4499,8854,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-23_17:54:16,234,11,હીરાવાડી,3226,3358,6584,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-23_17:54:16,234,12,ખાંજર,2921,3091,6012,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-23_17:54:16,234,13,ખેરવાડા,2382,2250,4632,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-23_17:54:16,234,14,કીકાકુઈ,3117,3231,6348,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-23_17:54:16,234,15,લીંબી,4379,4427,8806,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-23_17:54:16,234,16,મલંગદેવ,3545,3471,7016,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-23_17:54:16,234,17,મોંઘવાણ,3048,3106,6154,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-23_17:54:16,234,18,પીપળકુવા,2644,2868,5512,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-23_17:54:16,234,19,સીસોર,2924,2943,5867,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-23_17:54:16,234,20,ટાપરવાડા,2907,3007,5914,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-23_17:54:16,234,21,ટોકરવા,3185,3436,6621,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-23_17:54:16,234,22,ઉખલદા,3116,3199,6315,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-23_17:54:16,234,23,વાડીભેંસરોટ,3243,3375,6618,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-23_17:54:16,234,24,વાઝરડા,2996,3185,6181,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-23_17:54:17,44,1,વોર્ડ-1,2069,2168,4237,0,0,0,0.00,0.00,0.00,Nagarpalika,Vyara
2021-02-23_17:54:17,44,2,વોર્ડ-2,2244,2229,4473,0,0,0,0.00,0.00,0.00,Nagarpalika,Vyara
2021-02-23_17:54:17,44,3,વોર્ડ-3,2625,2603,5228,0,0,0,0.00,0.00,0.00,Nagarpalika,Vyara
2021-02-23_17:54:17,44,4,વોર્ડ-4,2379,2561,4940,0,0,0,0.00,0.00,0.00,Nagarpalika,Vyara
2021-02-23_17:54:17,44,5,વોર્ડ-5,1950,1947,3897,0,0,0,0.00,0.00,0.00,Nagarpalika,Vyara
2021-02-23_17:54:17,44,6,વોર્ડ-6,2502,2560,5062,0,0,0,0.00,0.00,0.00,Nagarpalika,Vyara
2021-02-23_17:54:17,44,7,વોર્ડ-7,2437,2403,4840,0,0,0,0.00,0.00,0.00,Nagarpalika,Vyara
